hotelId,aveHelpfulnessRatioUser,stdevHelpfulnessRatioUser,pcReviewsExceedMinHelpfulnessSupport,numReviewsUser,numReviewsHotel,ratingUser,numberSubRatingsUser,subRatingMeanUser,subRatingStdevUser,aveRatingUser,stdevRatingUser,aveRatingHotel,stdevRatingHotel,completeness_1,completeness_2,completeness_3,numberTermsEntry,percentageAlphaCharsEntry,fractionUpperCaseCharsEntry,fractionYouVsIEntry,numberTermsSummaryQuote,percentageAlphaCharsSummaryQuote,fractionUpperCaseCharsSummaryQuote,reviewHelpfulness
230,0.75202,0.386168,0.5,18,1899,4,5,4.4,0.894427,3.833333,0.785905,3.516588,1.208991,5,2,4,207,0.775696,0.021962,0.5,3,0.8125,0.076923,1
75,1,0,1,1,177,4,4,3.5,0.57735,4,0,3.932203,1.063833,2,0,1,214,0.772935,0.02623,0.75,2,0.888889,0.125,1
5793,0.657003,0.400353,0.529412,17,46,4,4,3.25,0.5,4.176471,0.727607,3.521739,1.110338,2,0,1,0,0,0,0,2,0.928571,0.076923,0
12225,0.702115,0.419548,0.348148,135,75,5,7,4.857143,0.377964,4.02963,1.119306,4.373333,0.69308,5,2,3,95,0.782025,0.021136,0.75,5,0.860465,0.027027,1
5636,0.773796,0.368099,0.274194,62,143,4,4,4.75,0.5,3.580645,1.017041,3.832168,1.156647,2,0,1,81,0.808642,0.016794,0,2,0.923077,0.041667,0
12018,0.839718,0.250373,0.625,24,80,3,6,2.5,1.048809,3.208333,0.977093,4.45,0.898663,5,2,2,136,0.78464,0.036327,0,3,0.882353,0.1,0
20217,0.392548,0.432297,0.20155,129,174,3,4,3.25,0.5,4.178295,1.056598,3.563218,1.119467,2,0,1,46,0.775656,0.027692,0.333333,4,0.888889,0.166667,0
403,0.505882,0.497806,0.176471,17,126,4,0,0,0,4.176471,0.808957,3.68254,1.17746,0,0,0,407,0.793791,0.028705,0.035714,6,0.87234,0.073171,1
67,0.6875,0.441942,1,2,598,2,7,2.142857,1.069045,3.5,2.12132,3.553512,1.213953,5,2,3,210,0.777661,0.021578,0.833333,7,0.791667,0.078947,0
20093,0.835492,0.31519,0.4,20,113,5,7,5,0,4.5,0.760886,4.256637,1.006929,5,2,4,131,0.76898,0.035032,0.8,2,0.857143,0.083333,1
707,0.8,0.447214,0.2,5,324,5,7,4.857143,0.377964,5,0,4.138889,1.183935,5,2,4,265,0.781551,0.024678,0.5,2,0.904762,0.105263,1
395,0.748889,0.413894,0.6,10,1281,4,0,0,0,3.7,0.948683,4.20765,1.151346,0,0,0,146,0.792603,0.032937,0.375,3,0.84375,0.037037,1
217,0.73457,0.26414,0.7,20,315,4,0,0,0,3.65,0.988087,4.15873,1.079726,0,0,0,16,0.794118,0.014815,1,4,0.805556,0.068966,0
3951,0.4,0.339116,0.25,4,24,1,2,2,1.414214,3.5,1.732051,2.791667,1.53167,5,2,3,51,0.753333,0.032448,0,2,0.833333,0.05,0
15908,0.440656,0.43035,0.375,16,102,5,7,4.571429,0.786796,3.5625,1.41274,4.509804,1.012253,5,2,4,67,0.796825,0.02988,0,4,0.875,0.028571,1
4383,0.67069,0.435108,0.344828,29,184,5,0,0,0,3.275862,1.221725,3.782609,1.345513,0,0,0,276,0.769388,0.029708,1,4,0.885714,0.032258,1
5212,0.564444,0.489325,0.2,15,625,5,7,4.714286,0.48795,3.6,1.121224,4.6656,0.72181,5,2,3,272,0.786286,0.047481,0.625,9,0.75,0.088889,0
7330,0.856481,0.327495,0.333333,9,103,3,4,2.5,0.57735,3.222222,0.971825,4.116505,0.74493,2,0,0,0,0,0,0,4,0.833333,0.2,1
1081,0.746397,0.287766,0.352941,17,289,4,4,3.5,1.290994,3.352941,1.271868,3.899654,1.288423,2,0,1,239,0.784917,0.022172,0.285714,3,0.875,0.107143,0
6652,0.862862,0.178195,0.666667,6,436,3,0,0,0,3.666667,0.816497,3.364679,1.299882,0,0,0,226,0.788235,0.03403,0.6,4,0.777778,0.071429,0
447,0.641379,0.224324,1,2,140,4,6,4.666667,0.516398,3,1.414214,4.221429,0.967589,5,2,4,144,0.77028,0.019571,0,5,0.857143,0.033333,0
7585,0.926655,0.147499,0.413793,29,118,4,4,3.5,1.732051,3.793103,1.081643,3.152542,1.285203,2,0,1,173,0.779091,0.02476,0.25,4,0.846154,0.060606,1
3552,0.796346,0.194843,0.72,25,45,4,4,4.25,0.5,4.16,1.067708,4.044444,0.975974,2,0,1,0,0,0,0,3,0.851852,0.130435,1
6220,0.904433,0.112417,0.857143,7,7,4,0,0,0,4.428571,0.534522,4.571429,0.534522,0,0,0,155,0.76158,0.039356,0.2,3,0.775,0.064516,1
3551,0.796346,0.194843,0.72,25,25,4,4,4,0,4.16,1.067708,3.96,0.840635,2,0,1,40,0.768025,0.044898,0,4,0.826087,0.210526,0
7214,0.939952,0.103517,0.454545,11,134,4,5,3.6,0.547723,4.181818,0.750757,3.402985,1.195979,5,2,4,104,0.78564,0.025166,0.6,2,0.9,0.074074,1
489,0.857143,0,1,1,331,5,0,0,0,5,0,3.694864,1.262731,0,0,0,346,0.784369,0.035614,0.181818,2,0.882353,0.133333,1
5195,0.951587,0.07486,0.571429,7,203,5,4,4.75,0.5,4.142857,1.069045,3.955665,1.174399,2,0,1,135,0.789943,0.017454,0.333333,3,0.842105,0.125,1
5691,0.693994,0.363657,0.625,16,24,5,0,0,0,3.625,1.627882,4.166667,1.274044,0,0,0,104,0.786504,0.063291,0,3,0.794118,0.148148,1
26497,0.60119,0.435583,0.428571,7,20,5,4,5,0,2.857143,1.772811,4.35,1.348488,2,0,0,131,0.791874,0.040838,1,6,0.851064,0.1,1
22234,0.85972,0.189933,0.785714,14,87,4,0,0,0,3.785714,1.251373,3.827586,1.231438,0,0,0,0,0,0,0,3,0.888889,0.1875,1
3934,0.432401,0.498983,0.363636,11,214,4,4,3.5,0.57735,4.181818,0.750757,3.060748,1.321918,2,0,1,152,0.776325,0.024322,1,2,0.823529,0.142857,1
25465,0.75,0.46291,0.25,8,73,4,0,0,0,4.5,0.534522,3.739726,1.258608,0,0,0,162,0.792267,0.023987,0.8,7,0.787234,0.081081,1
705,0.754762,0.3649,0.47619,21,1697,4,0,0,0,3.285714,1.101946,3.929876,1.100133,0,0,0,80,0.786908,0.040708,1,4,0.806452,0.08,1
1126,0.798535,0.294406,0.153846,13,65,3,4,3.25,1.258306,4,0.707107,4.4,1.115235,2,0,1,238,0.769653,0.033848,0.75,4,0.780488,0.03125,0
22774,0.727961,0.34742,0.471698,53,34,5,4,5,0,3.830189,1.236245,4.5,0.662868,2,0,1,0,0,0,0,3,0.833333,0.2,1
885,0.451648,0.439327,0.6,5,111,2,0,0,0,3.2,0.83666,2.972973,1.216997,0,0,0,0,0,0,0,2,0.666667,0.083333,0
12023,0.63981,0.384904,0.304348,46,333,1,6,1.5,0.83666,3.521739,0.960072,4.084084,0.934038,5,2,3,80,0.754386,0.019027,1,2,0.944444,0.058824,0
38,0.6,0,1,1,271,4,0,0,0,4,0,3.656827,1.312454,0,0,0,0,0,0,0,1,0.8,0,0
6950,0.682127,0.242228,0.692308,13,157,2,0,0,0,3.461538,0.967418,2.872611,1.35744,0,0,0,0,0,0,0,4,0.821429,0.173913,1
674,0.72619,0.405112,0.333333,6,1379,5,6,5,0,3.666667,1.032796,4.530819,0.900508,5,2,4,38,0.791086,0.042254,0.333333,2,0.928571,0.076923,1
3932,0.711633,0.339946,0.621212,66,23,3,4,2.75,0.5,4,1.022817,4.304348,1.105144,2,0,1,157,0.780147,0.029218,0.5,5,0.829268,0.235294,1
489,0.595238,0.101015,1,2,331,5,0,0,0,3.5,2.12132,3.694864,1.262731,0,0,0,249,0.790216,0.027381,0.666667,2,0.928571,0.153846,0
1413,0.437307,0.450197,0.121212,33,453,5,7,4.285714,0.95119,3,1.089725,3.986755,1.195419,5,2,3,195,0.784555,0.022111,0.2,6,0.790698,0.176471,1
13276,0.760304,0.363782,0.714286,7,45,3,4,3.25,0.5,3.857143,0.377964,3.266667,1.031327,2,0,1,28,0.790441,0.032558,0,4,0.848485,0.035714,1
139,0.937229,0.115114,0.666667,6,336,4,6,4,0.894427,3.833333,1.47196,4.33631,0.972759,5,2,4,138,0.782371,0.050847,0,3,0.875,0.142857,0
10599,0.585714,0.020203,1,2,5,5,0,0,0,5,0,3.6,1.516575,0,0,0,84,0.773779,0.056478,1,2,0.952381,0.05,0
376,0.452485,0.37299,1,6,353,2,4,2.5,1,3.166667,0.752773,3.898017,1.227443,2,0,0,31,0.780576,0.023041,0,5,0.8,0.25,1
15217,0.639055,0.390193,0.304348,23,10,5,6,4.833333,0.408248,4.130435,1.254242,4.4,0.516398,5,2,4,81,0.768734,0.02521,1,3,0.722222,0,1
194,0.608329,0.448003,0.235294,17,141,4,4,4,0.816497,3.411765,1.064121,3.950355,1.1233,2,0,1,55,0.806,0.029777,0,2,0.904762,0.105263,0
3486,0.6,0.52915,0.666667,3,807,4,4,4,0,4.666667,0.57735,2.842627,1.34174,2,0,1,282,0.783054,0.029796,0,5,0.777778,0.2,1
12565,0.916495,0.200733,0.416667,36,58,4,7,4.857143,0.377964,2.805556,1.037013,4.862069,0.395069,5,2,4,504,0.789723,0.025526,0.666667,4,0.709677,0.181818,1
6409,0.814815,0.232184,0.666667,6,33,4,0,0,0,4,0.632456,3.30303,1.286586,0,0,0,53,0.794297,0.023077,0,3,0.84,0.142857,1
7851,0.907895,0.200933,0.666667,6,150,4,6,5,0,4.333333,0.516398,3.913333,1.122896,5,1,2,143,0.777427,0.033503,0.5,4,0.821429,0.043478,1
225,0.736147,0.30432,0.454545,11,244,5,7,4.571429,0.786796,3.454545,1.21356,3.577869,1.307655,5,0,4,52,0.794,0.040302,0.666667,4,0.870968,0.074074,1
7113,0.711712,0.24631,1,4,110,5,0,0,0,5,0,4.618182,0.834814,0,0,0,0,0,0,0,7,0.795918,0.179487,1
2968,0.641146,0.433178,0.25,16,1110,3,6,3.666667,1.032796,3.75,1.437591,3.700901,1.138988,5,2,3,67,0.801512,0.044811,0,4,0.821429,0.130435,0
2320,0.845358,0.194261,0.222222,9,215,5,4,4.5,0.57735,4.111111,1.269296,4.069767,1.17996,2,0,1,117,0.782837,0.033557,0.25,2,0.888889,0.25,0
6503,0.828588,0.312393,0.641304,92,143,5,0,0,0,4.01087,1.208892,3.608392,1.363689,0,0,0,0,0,0,0,6,0.826087,0.078947,1
9062,0.763492,0.380285,0.416667,12,72,5,4,4.75,0.5,3.416667,1.240112,4.5,0.671345,2,0,1,18,0.819876,0.030303,0,1,1,0.111111,1
22577,0.707516,0.352843,0.266667,15,150,4,0,0,0,3.2,1.373213,4.293333,1.090205,0,0,0,60,0.767658,0.026634,0,4,0.826087,0.210526,0
21620,0.887374,0.231761,0.25,20,72,4,0,0,0,4.2,1.196486,4.625,0.846492,2,0,0,43,0.809524,0.043344,0,3,0.875,0.214286,0
10122,0.899242,0.224664,0.464286,28,170,1,4,1.75,0.957427,3.75,1.040833,3.547059,1.245402,2,0,0,0,0,0,0,5,0.804878,0.060606,0
132,0.8,0,1,1,426,4,4,4.25,0.957427,4,0,4.600939,0.809008,2,0,1,96,0.78478,0.031818,0.25,6,0.844444,0.052632,1
228,0.773796,0.368099,0.274194,62,190,1,4,1.75,0.957427,3.580645,1.017041,2.563158,1.55455,2,0,0,128,0.778577,0.023614,0.6,4,0.866667,0.153846,1
9,0.878571,0.315959,0.3,10,181,1,0,0,0,4.4,1.264911,3.563536,1.438594,0,0,0,406,0.783917,0.023378,0,2,0.777778,0.285714,1
72,0.545663,0.449132,0.428571,14,76,1,4,2.25,0.957427,2.714286,1.589803,2.776316,1.39139,2,0,0,318,0.800376,0.025842,1,5,0.866667,0.153846,1
28633,0.641131,0.382019,0.428571,63,5,4,4,3.75,0.5,3.68254,0.930234,3.2,0.83666,2,0,0,137,0.793184,0.032227,0.25,4,0.83871,0.038462,1
21512,0.893282,0.221056,0.434783,23,10,4,6,4.333333,0.816497,3.434783,1.308229,4,1.054093,5,2,4,281,0.787429,0.032898,0.285714,4,0.827586,0.041667,1
6805,0.619176,0.476786,0.16129,31,38,2,7,3.571429,0.786796,3.741935,1.124507,3.736842,1.057386,5,2,4,219,0.780561,0.023748,0.636364,4,0.870968,0,1
12973,0.873642,0.161351,0.52381,21,195,5,0,0,0,4.190476,1.077917,4.635897,0.828453,2,0,0,73,0.798376,0.023729,1,3,0.842105,0.1875,1
382,0.891173,0.261449,0.6,15,132,2,0,0,0,4.2,0.774597,3.416667,1.290255,0,0,0,0,0,0,0,4,0.863636,0.052632,1
2218,0.768828,0.292394,0.8,10,150,5,4,5,0,4.4,1.264911,4.806667,0.609727,2,0,1,66,0.801653,0.024742,0,1,1,0.111111,0
8690,0.63981,0.384904,0.304348,46,83,4,0,0,0,3.521739,0.960072,4.156627,1.064756,0,0,0,84,0.781434,0.03609,1,2,0.933333,0.071429,0
11131,0.867003,0.147552,0.842424,165,53,4,7,3.857143,1.069045,4.29697,0.912142,3.811321,1.177622,5,2,3,225,0.791981,0.027397,0.5,4,0.868421,0.030303,1
6616,0.759804,0.383676,0.470588,34,118,3,4,2.75,0.5,4.235294,0.854891,3.771186,1.416695,2,0,0,320,0.781675,0.043498,1,2,0.944444,0.058824,1
480,0.746032,0.225039,1,3,353,1,0,0,0,3.333333,2.081666,2.441926,1.298009,0,0,0,50,0.782705,0.042493,0,1,0.818182,0.222222,0
21975,0.615385,0.496139,0.115385,26,96,4,4,5,0,4,1.232883,4.583333,0.790292,2,0,1,55,0.798354,0.025773,0,5,0.846154,0.030303,1
230,0.831661,0.237499,0.681159,69,1899,4,0,0,0,4.028986,1.124212,3.516588,1.208991,2,0,0,35,0.733042,0.023881,0,3,0.8,0.05,1
9398,0.897436,0.28495,0.384615,13,611,4,0,0,0,4.153846,0.5547,4.12766,1.058953,2,0,0,126,0.782427,0.039572,1,4,0.888889,0.166667,1
